coordinate	declared_license_names	license_urls	license_evidence_coordinate	pom_sha256	verified_artifacts
com.android.tools:annotations:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools:annotations:32.1.1	9494cec38c05cdee38d8aacd20ee02b22952af7b1b21bf2c8187069c3a04f481	annotations-32.1.1.jar | annotations-32.1.1.pom
com.android.tools:common:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools:common:32.1.1	24dd35f5f41e0c5afd10ed989fac73ce876d9c5088f878ae8a956352e7d0ac0b	common-32.1.1.jar | common-32.1.1.pom
com.android.tools:dvlib:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools:dvlib:32.1.1	723c631235f033d6fb6aa59996f00357469f57cc29b2f5d7973fd58ab62aeec3	dvlib-32.1.1.jar | dvlib-32.1.1.pom
com.android.tools:play-sdk-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools:play-sdk-proto:32.1.1	2c3d001f09cc6852dafb76997f5d50313e378befb78482ebe007699a813e1a52	play-sdk-proto-32.1.1.jar | play-sdk-proto-32.1.1.pom
com.android.tools:repository:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools:repository:32.1.1	4a1fb7d974ff655f87d4d2d6620663ba63c2a2e7b81c1aca35461a9d8d9fd373	repository-32.1.1.jar | repository-32.1.1.pom
com.android.tools:sdk-common:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools:sdk-common:32.1.1	732a30f14a044880f0bafe8d1e5cf391d38b78d39657bdde0cab7e6ff0acf4b1	sdk-common-32.1.1.jar | sdk-common-32.1.1.pom
com.android.tools:sdklib:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools:sdklib:32.1.1	756ab2f074f91527a57e4e22c6acaef4214b2c6c6074b983246098e730956693	sdklib-32.1.1.jar | sdklib-32.1.1.pom
com.android.tools.analytics-library:crash:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.analytics-library:crash:32.1.1	ddeda22287d7eddf5a36d7259833ce0bfee97d0fecf10e9a417d7013b3184776	crash-32.1.1.jar | crash-32.1.1.pom
com.android.tools.analytics-library:protos:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.analytics-library:protos:32.1.1	d7fb9ba1b2b7a75f5151df57689f12b6765c7ab324fcc249ab69caa229a3f1e6	protos-32.1.1.jar | protos-32.1.1.pom
com.android.tools.analytics-library:shared:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.analytics-library:shared:32.1.1	6179f0846880f4dbadef31ef53a5cd3e03dcc4f7aa98e6982539c129db35cc34	shared-32.1.1.jar | shared-32.1.1.pom
com.android.tools.analytics-library:tracker:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.analytics-library:tracker:32.1.1	c90ae10e07d867bb966b793f6d42afcf960230911c84207461df220e56dfd45a	tracker-32.1.1.jar | tracker-32.1.1.pom
com.android.tools.build:aapt2:9.1.1-14792394	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:aapt2:9.1.1-14792394	7892b466ff80a9e5e11f976e2defad6de0d4062c77c533939fb75ed91ba174b5	aapt2-9.1.1-14792394-linux.jar | aapt2-9.1.1-14792394-osx.jar | aapt2-9.1.1-14792394.pom
com.android.tools.build:aapt2-proto:9.1.1-14792394	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:aapt2-proto:9.1.1-14792394	f42cd6be532c828baa8d111c7bacd6144e439455596286be852be79ac3e1b7c6	aapt2-proto-9.1.1-14792394.jar | aapt2-proto-9.1.1-14792394.module
com.android.tools.build:aaptcompiler:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:aaptcompiler:9.1.1	626f576ca843b81c1cade94f85dde0d3483716397ce76632cc75e829305c253f	aaptcompiler-9.1.1.jar | aaptcompiler-9.1.1.module
com.android.tools.build:apksig:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:apksig:9.1.1	eb16c35b80015d73d88b6acfca1d1ee09b8509574cd16bedf3beceb05622d7dd	apksig-9.1.1.jar | apksig-9.1.1.pom
com.android.tools.build:apkzlib:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:apkzlib:9.1.1	da7832ca1758f02b4b3b7c5a5b1ba122ee38ddbaa2a60c36710df94ab4d363a6	apkzlib-9.1.1.jar | apkzlib-9.1.1.pom
com.android.tools.build:builder:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:builder:9.1.1	adc01806c16410a9418bf50631c97c54807240811a033c0d93e831f9a993e6c4	builder-9.1.1.jar | builder-9.1.1.module
com.android.tools.build:builder-model:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:builder-model:9.1.1	e48f4e6ed8de83fa444dc46325d1322c1b25bb6781b8666ab0120a102fa9c3a5	builder-model-9.1.1.jar | builder-model-9.1.1.module
com.android.tools.build:builder-test-api:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:builder-test-api:9.1.1	dcc0c663388e5ff606228e33d1933d682de200fbd08ca494b7311cd46d37744f	builder-test-api-9.1.1.jar | builder-test-api-9.1.1.module
com.android.tools.build:bundletool:1.18.3	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:bundletool:1.18.3	fa674b39b96cae98015f3850f366cfeb00fe6c7aea2d90b20c017b90e0996dae	bundletool-1.18.3.jar | bundletool-1.18.3.pom
com.android.tools.build:gradle:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:gradle:9.1.1	34392afbb8f56c73dd3b52ee6a778918e3a10bdbac9e16115a19a536db8d8e46	gradle-9.1.1.jar | gradle-9.1.1.module
com.android.tools.build:gradle-api:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:gradle-api:9.1.1	5c4f564fa95d2069f3714f0674bb9aa02c70a952faa8511a8fa14e233bb6f0c6	gradle-api-9.1.1.jar | gradle-api-9.1.1.module
com.android.tools.build:gradle-common-api:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:gradle-common-api:9.1.1	e6a9e5540d6d84b514884790a43a87f3c73d335bb71269af3a91254c970d78b9	gradle-common-api-9.1.1.jar | gradle-common-api-9.1.1.module
com.android.tools.build:gradle-settings-api:9.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:gradle-settings-api:9.1.1	c39f36e5c4a291d92c81999ba57a08dc1a489b999cf4c5accc4ccc2d52d5fe14	gradle-settings-api-9.1.1.jar | gradle-settings-api-9.1.1.module
com.android.tools.build:manifest-merger:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build:manifest-merger:32.1.1	c43719b0176ea47759df19e56ba0a820690001928697b2a2f9a36795446bba4c	manifest-merger-32.1.1.jar | manifest-merger-32.1.1.module
com.android.tools.build.jetifier:jetifier-core:1.0.0-beta10	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build.jetifier:jetifier-core:1.0.0-beta10	5c9d42e6b7e35d4d8d02e0a322cf26693b3ec3642b107c8f0be5a721d45a0c6d	jetifier-core-1.0.0-beta10.jar | jetifier-core-1.0.0-beta10.module
com.android.tools.build.jetifier:jetifier-processor:1.0.0-beta10	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.build.jetifier:jetifier-processor:1.0.0-beta10	33b17f396989404a49174748569bc8edf4e39a62a42a35ce93dca5c0e4ba0842	jetifier-processor-1.0.0-beta10.jar | jetifier-processor-1.0.0-beta10.module
com.android.tools.ddms:ddmlib:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.ddms:ddmlib:32.1.1	9d075280b217c57161016fa7bed25d0879fa23512fa25f9fa0e4dafaed689751	ddmlib-32.1.1.jar | ddmlib-32.1.1.pom
com.android.tools.emulator:proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.emulator:proto:32.1.1	a5867b2f64008f165b4e796a714f4010fc2293d6a91249c6a73e0400acaf4a3d	proto-32.1.1.jar | proto-32.1.1.pom
com.android.tools.external.com-intellij:intellij-core:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.external.com-intellij:intellij-core:32.1.1	540446e443f5223dddfa1ddf5a2289444e3c4c269a9e59202edc40c8f35c4580	intellij-core-32.1.1.jar | intellij-core-32.1.1.pom
com.android.tools.external.com-intellij:kotlin-compiler:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.external.com-intellij:kotlin-compiler:32.1.1	e4aa1d5526a2ef5b252e5ec7f9bdea487e668fc1d28a20669e4636fb6c1983a2	kotlin-compiler-32.1.1.jar | kotlin-compiler-32.1.1.pom
com.android.tools.external.org-jetbrains:uast:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.external.org-jetbrains:uast:32.1.1	1f18ccb2738396ca638fec06ebc85d9a38f8431dc6256a08a7b72a43dd1eff7d	uast-32.1.1.jar | uast-32.1.1.pom
com.android.tools.layoutlib:layoutlib-api:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.layoutlib:layoutlib-api:32.1.1	f7c3f48bfcb05e520f2b3bcfd90ddc8e188095e176eb69cb30bbfd14e53fb2c0	layoutlib-api-32.1.1.jar | layoutlib-api-32.1.1.pom
com.android.tools.lint:lint:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.lint:lint:32.1.1	5f06416e5754fd2cdb7fbd0c55038e0045e31955f69d8b296298881ad3136d2f	lint-32.1.1.jar | lint-32.1.1.pom
com.android.tools.lint:lint-api:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.lint:lint-api:32.1.1	030edd505392542ec0dc6bfa506244af7408bc58e363f165a5f038d339c41bca	lint-api-32.1.1.jar | lint-api-32.1.1.pom
com.android.tools.lint:lint-checks:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.lint:lint-checks:32.1.1	f772a85492f1f814568aedb189f49437a6bf0b28fc4294dc36a89482abaeb245	lint-checks-32.1.1.jar | lint-checks-32.1.1.pom
com.android.tools.lint:lint-gradle:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.lint:lint-gradle:32.1.1	c0c986d73bb576db9dbd35fcc8ec4d0f7b994cf1bbfa4c3a08cb9fd7d5d56fe3	lint-gradle-32.1.1.jar | lint-gradle-32.1.1.pom
com.android.tools.lint:lint-model:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.lint:lint-model:32.1.1	f1ca5ceb2f113ed0001315733842edb182b0324bc3bb630dc89036f00e8337e6	lint-model-32.1.1.jar | lint-model-32.1.1.pom
com.android.tools.lint:lint-typedef-remover:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.lint:lint-typedef-remover:32.1.1	19d5adc9a5c77db9bcb2285ac696d989991966be70503cb496051ed52454d9b3	lint-typedef-remover-32.1.1.jar | lint-typedef-remover-32.1.1.pom
com.android.tools.utp:android-device-provider-ddmlib:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-device-provider-ddmlib:32.1.1	6a9dc0b0d50a5a9243a773cf763ddf71f47ae4a38d806f65a876f5c5c31a0ed3	android-device-provider-ddmlib-32.1.1.jar | android-device-provider-ddmlib-32.1.1.module
com.android.tools.utp:android-device-provider-ddmlib-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-device-provider-ddmlib-proto:32.1.1	9cf58834a7370b9e08c70cf1e70dc8f61156a832d3d63bf8317ee18207121158	android-device-provider-ddmlib-proto-32.1.1.jar | android-device-provider-ddmlib-proto-32.1.1.pom
com.android.tools.utp:android-test-plugin-host-additional-test-output:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-additional-test-output:32.1.1	01c818270c764b6050e9bdc4ee9d3afa38b9650672bd9cb1970e6754107a4b7c	android-test-plugin-host-additional-test-output-32.1.1.jar | android-test-plugin-host-additional-test-output-32.1.1.module
com.android.tools.utp:android-test-plugin-host-additional-test-output-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-additional-test-output-proto:32.1.1	8cb151e2e9f5d4a8d69d13595a3765ea62b7e9432778fa9ca4a2c1e98b394e0d	android-test-plugin-host-additional-test-output-proto-32.1.1.jar | android-test-plugin-host-additional-test-output-proto-32.1.1.pom
com.android.tools.utp:android-test-plugin-host-apk-installer:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-apk-installer:32.1.1	3954cadeeb4ccb2f8cf2675c6b125d9be1cef0d8d4ed3ffd31e48460a889e818	android-test-plugin-host-apk-installer-32.1.1.jar | android-test-plugin-host-apk-installer-32.1.1.module
com.android.tools.utp:android-test-plugin-host-apk-installer-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-apk-installer-proto:32.1.1	1e5d790eb1c92456a9f7400f9c7f0145838902da622d4c8d1e536f0b8da5b990	android-test-plugin-host-apk-installer-proto-32.1.1.jar | android-test-plugin-host-apk-installer-proto-32.1.1.pom
com.android.tools.utp:android-test-plugin-host-coverage:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-coverage:32.1.1	5327f2267560a75d9d3f365a3a9c4c248222e8ab369c69f37f283f01e27a05c4	android-test-plugin-host-coverage-32.1.1.jar | android-test-plugin-host-coverage-32.1.1.module
com.android.tools.utp:android-test-plugin-host-coverage-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-coverage-proto:32.1.1	44255e80336308e9b5df90d59c8bfb10fefe18d072033b658bc4b0acbc7dc9f0	android-test-plugin-host-coverage-proto-32.1.1.jar | android-test-plugin-host-coverage-proto-32.1.1.pom
com.android.tools.utp:android-test-plugin-host-device-info:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-device-info:32.1.1	f7e5fe94832ae392fbb569469769f59dfae8313e95c3a16e89ff2bf02e65662a	android-test-plugin-host-device-info-32.1.1.jar | android-test-plugin-host-device-info-32.1.1.module
com.android.tools.utp:android-test-plugin-host-device-info-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-device-info-proto:32.1.1	19ca4436586bf26aaa9e220b294dc56d3fc8181d3955a7b0b538a3be23a8a6c2	android-test-plugin-host-device-info-proto-32.1.1.jar | android-test-plugin-host-device-info-proto-32.1.1.pom
com.android.tools.utp:android-test-plugin-host-emulator-control:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-emulator-control:32.1.1	e21f7f0d7bfff521fe2c8ea0437fae2568197343ce30fa138edc125288f49e2d	android-test-plugin-host-emulator-control-32.1.1.jar | android-test-plugin-host-emulator-control-32.1.1.module
com.android.tools.utp:android-test-plugin-host-emulator-control-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-emulator-control-proto:32.1.1	61bc2d2921be1973e57b10eab2e4171d2a17e83ecb3414f1b135f91a6078c260	android-test-plugin-host-emulator-control-proto-32.1.1.jar | android-test-plugin-host-emulator-control-proto-32.1.1.pom
com.android.tools.utp:android-test-plugin-host-logcat:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-logcat:32.1.1	9e7d3bef5fad1efdb48618f315df2dc7f31b310047f6134e30192a7bb743f906	android-test-plugin-host-logcat-32.1.1.jar | android-test-plugin-host-logcat-32.1.1.module
com.android.tools.utp:android-test-plugin-host-logcat-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-host-logcat-proto:32.1.1	d3b1868c60110332b1d6247ab9a32cd1ead3624de53cd632cc2cc0a33efd4914	android-test-plugin-host-logcat-proto-32.1.1.jar | android-test-plugin-host-logcat-proto-32.1.1.pom
com.android.tools.utp:android-test-plugin-result-listener-gradle:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-result-listener-gradle:32.1.1	cb42963af52454cfd1ba917a1c766d0a9c45e7a936a705e4c9c90611d002d112	android-test-plugin-result-listener-gradle-32.1.1.jar | android-test-plugin-result-listener-gradle-32.1.1.module
com.android.tools.utp:android-test-plugin-result-listener-gradle-proto:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:android-test-plugin-result-listener-gradle-proto:32.1.1	5bceeb0528a7905bbac52a1c141caf93f36f8fa72b9ceaf73ac173a4ef04d0d6	android-test-plugin-result-listener-gradle-proto-32.1.1.jar | android-test-plugin-result-listener-gradle-proto-32.1.1.pom
com.android.tools.utp:gradle-work-action:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:gradle-work-action:32.1.1	cfc8130789691528e159c3e4df88f7e06e953ab50eb5eed974a1b39b05d54125	gradle-work-action-32.1.1.jar | gradle-work-action-32.1.1.module
com.android.tools.utp:gradle-work-action-api:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:gradle-work-action-api:32.1.1	5afb0cacc515aded16da404b6a4531b4f64a836817c9a95129e30782f1f4f15a	gradle-work-action-api-32.1.1.jar | gradle-work-action-api-32.1.1.module
com.android.tools.utp:utp-common:32.1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.android.tools.utp:utp-common:32.1.1	7e42b623d31fc268ed70f62188f81faabbf84d064763e9cff60c1592466d7bf9	utp-common-32.1.1.jar | utp-common-32.1.1.module
com.google.android:annotations:4.1.1.4	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0	com.google.android:annotations:4.1.1.4	e4bb54753c36a27a0e5d70154a5034fedd8feac4282295034bfd483d6c7aae78	annotations-4.1.1.4.jar | annotations-4.1.1.4.pom
com.google.api.grpc:proto-google-common-protos:2.17.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.api.grpc:proto-google-common-protos:2.17.0	3f028153a585c59f558b3e43a7c9809a601a8bb5e91061d6c658fffa24cb8e26	proto-google-common-protos-2.17.0.jar | proto-google-common-protos-2.17.0.pom
