coordinate	declared_license_names	license_urls	license_evidence_coordinate	pom_sha256	verified_artifacts
com.google.auto:auto-parent:6	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto:auto-parent:6	05f740c6648165db00cf618dd56c200c4725e358e6d54f5853e0bec15734ea0a	auto-parent-6.pom
com.google.auto:auto-parent:7	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto:auto-parent:7	a46426fccb5d32705ad9cbbc996f786bd048cc8cbdd21db046500169f15a4356	auto-parent-7.pom
com.google.auto.service:auto-service:1.1.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto.service:auto-service-aggregator:1.1.1	0c53c2f87949b3be8f1c8c67bb76c08ed4f4beb8dbaa475c32ba593d46176317	auto-service-1.1.1.jar | auto-service-1.1.1.pom
com.google.auto.service:auto-service-aggregator:1.1.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto.service:auto-service-aggregator:1.1.1	e2dc3e263a5db0cc8172fb2eb9bcd232acecfdc96e817103eab3c8d9f1900c6a	auto-service-aggregator-1.1.1.pom
com.google.auto.service:auto-service-annotations:1.1.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto.service:auto-service-aggregator:1.1.1	1659fd0a25cea9fa9abfb18deb9d7b180cce3aceab16ff9e625461567e44a2df	auto-service-annotations-1.1.1.jar | auto-service-annotations-1.1.1.pom
com.google.auto.value:auto-value-annotations:1.6.2	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto:auto-parent:6	1c76cd462fc96e7aa96dc70ce82f0d54063d6df16db35c9c7d9cc0d1a99d3fff	auto-value-annotations-1.6.2.jar | auto-value-annotations-1.6.2.pom
com.google.auto.value:auto-value-annotations:1.6.3	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto:auto-parent:7	e1fc780f7ee025e662b3da72723dbe2ac8dac0a2f8920f265315c4e1be3d765c	auto-value-annotations-1.6.3.jar | auto-value-annotations-1.6.3.pom
com.google.auto.value:auto-value-parent:1.6.2	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto:auto-parent:6	27b640c82179f5cff62009c0b72033d9bc60f60e9902a66802274b7fe37fc81c	auto-value-parent-1.6.2.pom
com.google.auto.value:auto-value-parent:1.6.3	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.auto:auto-parent:7	e59df5732b4cb34d5727181446f9ded9ce4425131a0a1062519eea196de4d8a1	auto-value-parent-1.6.3.pom
com.google.code.findbugs:jsr305:2.0.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.findbugs:jsr305:2.0.2	8bc2c4f67a6396a7333dece2d1f991ca7d0aea48b29592265e2239be91972579	jsr305-2.0.2.jar | jsr305-2.0.2.pom
com.google.code.findbugs:jsr305:3.0.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.findbugs:jsr305:3.0.2	19889dbdf1b254b2601a5ee645b8147a974644882297684c798afe5d63d78dfe	jsr305-3.0.2.jar | jsr305-3.0.2.pom
com.google.code.gson:gson:2.10.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.gson:gson:2.10.1	d2b115634f5c085db4b9c9ffc2658e89e231fdbfbe2242121a1cd95d4d948dd7	gson-2.10.1.jar | gson-2.10.1.pom
com.google.code.gson:gson:2.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.gson:gson:2.11.0	c0e547bea998888e6e25c5886a90e762272bc88b5275343dd2c05ded6ca2e360	gson-2.11.0.jar | gson-2.11.0.pom
com.google.code.gson:gson:2.8.9	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.gson:gson:2.8.9	afded6e6a690fbf3ad4ae65ada397f0a90a5f630b303d1b741b9c97926fdd4de	gson-2.8.9.jar | gson-2.8.9.pom
com.google.code.gson:gson-parent:2.10.1	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.gson:gson-parent:2.10.1	4248e0882426c615182385d6086c3ef3262e769957189e29306280b85482b833	gson-parent-2.10.1.pom
com.google.code.gson:gson-parent:2.11.0	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.gson:gson-parent:2.11.0	8acb1f3b72a6f026916ac0735bad9aab0293d527edb7b365327def13a9367b7a	gson-parent-2.11.0.pom
com.google.code.gson:gson-parent:2.8.9	Apache-2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.code.gson:gson-parent:2.8.9	b16e026e63427c1972ad0fc68703ec379b1576e411ba49c32fa9a31ab0bbcffb	gson-parent-2.8.9.pom
com.google.crypto.tink:tink:1.18.0	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.crypto.tink:tink:1.18.0	08c2dcac9ce37428aca73b1d6aa6a93f35c385224db03b3cae843b74e64d1edf	tink-1.18.0.jar | tink-1.18.0.pom
com.google.crypto.tink:tink:1.7.0	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.crypto.tink:tink:1.7.0	2aee3523715f8f2cd10b2603c8d19e561ac758310b7e2c9853946d2c5e7b4bf7	tink-1.7.0.jar | tink-1.7.0.pom
com.google.dagger:dagger:2.28.3	Apache 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.dagger:dagger:2.28.3	265ba959a8e13c3a06133f04b539169c1018daffd4d33f53c453ab4cb386f570	dagger-2.28.3.jar | dagger-2.28.3.pom
com.google.dagger:dagger:2.48	Apache 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.dagger:dagger:2.48	75fd748573e58075b1306f7fae19cf5b02c0b0850908f765131b092a1156a944	dagger-2.48.jar | dagger-2.48.pom
com.google.dagger:dagger:2.59	Apache 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.google.dagger:dagger:2.59	0e47846618c7a1b7a8124fd20623a667643d73cbe0a561bb87056151aa967538	dagger-2.59.jar | dagger-2.59.pom
com.google.devtools.ksp:com.google.devtools.ksp.gradle.plugin:2.3.9	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.devtools.ksp:com.google.devtools.ksp.gradle.plugin:2.3.9	b8ec75b600f1f51f24e5d3ebb4c145de13de3f75c75d9eadc0cd579cc0e20630	com.google.devtools.ksp.gradle.plugin-2.3.9.pom
com.google.devtools.ksp:symbol-processing-aa-embeddable:2.3.9	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.devtools.ksp:symbol-processing-aa-embeddable:2.3.9	d5dd46ba75df65ccf43c093f0b7134903f9d68299975dd20851dfeb1600b8296	symbol-processing-aa-embeddable-2.3.9.jar | symbol-processing-aa-embeddable-2.3.9.pom
com.google.devtools.ksp:symbol-processing-api:2.0.10-1.0.24	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.devtools.ksp:symbol-processing-api:2.0.10-1.0.24	4528fe798fefeec095a73e861c1206fa825496a0e7b652272f40ffc960814e62	symbol-processing-api-2.0.10-1.0.24.jar | symbol-processing-api-2.0.10-1.0.24.module
com.google.devtools.ksp:symbol-processing-api:2.3.9	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.devtools.ksp:symbol-processing-api:2.3.9	50b0eeb20b915ead8b03daf1d5a3b61168ef69727922bdece1c18d40196874dc	symbol-processing-api-2.3.9.jar | symbol-processing-api-2.3.9.module
com.google.devtools.ksp:symbol-processing-common-deps:2.3.9	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.devtools.ksp:symbol-processing-common-deps:2.3.9	9b1f2a8fb02169a6231c80caee847d37ddce261746383c45f15203612d2c7d3a	symbol-processing-common-deps-2.3.9.jar | symbol-processing-common-deps-2.3.9.module
com.google.devtools.ksp:symbol-processing-gradle-plugin:2.3.9	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.devtools.ksp:symbol-processing-gradle-plugin:2.3.9	ddaca9b8c1e95efe28c8ec87fb0284a5de15d514691573cb86e2675121e19ffd	symbol-processing-gradle-plugin-2.3.9.jar | symbol-processing-gradle-plugin-2.3.9.module
com.google.errorprone:error_prone_annotations:2.18.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.18.0	920135797dcca5917b5a5c017642a58d340a4cd1bcd12f56f892a5663bd7bddc	error_prone_annotations-2.18.0.jar | error_prone_annotations-2.18.0.pom
com.google.errorprone:error_prone_annotations:2.22.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.22.0	b725c521514168e9c20d3719a76aa01b50e5a7282859f4ea84c251cf9f842080	error_prone_annotations-2.22.0.pom
com.google.errorprone:error_prone_annotations:2.23.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.23.0	d5abb17f231b63bf009358fa640281b744810cb9587e5994977834959c07dbd8	error_prone_annotations-2.23.0.jar | error_prone_annotations-2.23.0.pom
com.google.errorprone:error_prone_annotations:2.26.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.26.1	aea7e991e2dfdcb47f5fbd508587535f7802bcb9e2fc2d4ebb50be41b684da9f	error_prone_annotations-2.26.1.jar | error_prone_annotations-2.26.1.pom
com.google.errorprone:error_prone_annotations:2.27.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.27.0	4ca5a35d61235e16549ac346d1e34551cdf0fe27e84aa57e03cbeb255ea4e5da	error_prone_annotations-2.27.0.pom
com.google.errorprone:error_prone_annotations:2.28.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.28.0	0ce909f13a568148476e5ee200f380f98c75ba08971aaf15db295eb77598ef3a	error_prone_annotations-2.28.0.jar | error_prone_annotations-2.28.0.pom
com.google.errorprone:error_prone_annotations:2.3.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.3.1	3edce6b711ba368efe16b9b7aacb0214fbd648414cb9b965953a2e7ed89a819a	error_prone_annotations-2.3.1.pom
com.google.errorprone:error_prone_annotations:2.30.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_annotations:2.30.0	f713849c23b34953e854565dce8aa795cae0c1416611b720c21461322c795f86	error_prone_annotations-2.30.0.jar | error_prone_annotations-2.30.0.pom
com.google.errorprone:error_prone_parent:2.18.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.18.0	47f22e99c7bf466391def16f8377985e5d3ba6f5bbcf65853644805513e15fad	error_prone_parent-2.18.0.pom
com.google.errorprone:error_prone_parent:2.22.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.22.0	5d2522bea83df5a581ccd6b227635ca34e0d397b7672de748aca4157080573c7	error_prone_parent-2.22.0.pom
com.google.errorprone:error_prone_parent:2.23.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.23.0	f5470a4b3104fe309fbe94a80d16c3c54d20f748f4c5de4f68a428688f30cbd4	error_prone_parent-2.23.0.pom
com.google.errorprone:error_prone_parent:2.26.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.26.1	4a6ad00d31b0a5adcd9a4f605065d5b445fae4a04cbf827e5d1ac1077e2f814d	error_prone_parent-2.26.1.pom
com.google.errorprone:error_prone_parent:2.27.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.27.0	fa81829d049559df6927f9c9a6fd6bbd09f8b50e6d4736ae72c8300b6c3d7654	error_prone_parent-2.27.0.pom
com.google.errorprone:error_prone_parent:2.28.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.28.0	accefdbb5416cef5fcd2ddc37db4f1fcb34a2193cc1a55dfe5970a131b3e7683	error_prone_parent-2.28.0.pom
com.google.errorprone:error_prone_parent:2.3.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.3.1	767525d9a81129cd081968382980336327be4162b1e2251a182911daa733c123	error_prone_parent-2.3.1.pom
com.google.errorprone:error_prone_parent:2.30.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.errorprone:error_prone_parent:2.30.0	5e8834ccc0e5ed0c72f306c250b518e6ad10d075a9b7b910cf695cba1ee02a2d	error_prone_parent-2.30.0.pom
com.google.flatbuffers:flatbuffers-java:1.12.0	Apache License V2.0	https://raw.githubusercontent.com/google/flatbuffers/master/LICENSE.txt	com.google.flatbuffers:flatbuffers-java:1.12.0	cb226baf546260770f21e8152a6aa88ba15230d739f750df480f2a668d43e0eb	flatbuffers-java-1.12.0.jar | flatbuffers-java-1.12.0.pom
com.google.guava:failureaccess:1.0.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:26.0-android	e96042ce78fecba0da2be964522947c87b40a291b5fd3cd672a434924103c4b9	failureaccess-1.0.1.jar | failureaccess-1.0.1.pom
com.google.guava:failureaccess:1.0.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:26.0-android	19ebc6f4bdb4edbb3d07b6ee994f846b54ef295582a9b5634719ffa9f31d03b2	failureaccess-1.0.2.jar | failureaccess-1.0.2.pom
com.google.guava:guava:32.0.1-android	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:32.0.1-android	cf26ce63461fb585cad25dc6932765883122643c3beec5e3269f667c73295ac4	guava-32.0.1-android.jar | guava-32.0.1-android.pom
com.google.guava:guava:32.0.1-jre	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:32.0.1-jre	42c257f7f736d377b31afeeee978ab26d730cd70af60dde7662e182352e2482a	guava-32.0.1-jre.jar | guava-32.0.1-jre.pom
com.google.guava:guava:33.2.1-jre	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:33.2.1-jre	42817bdc1c0c8c737d6b411cfaf4a84769e7d271e879b016fd0850248a06dab5	guava-33.2.1-jre.jar | guava-33.2.1-jre.module
com.google.guava:guava:33.3.1-android	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:33.3.1-android	c728db6f2705ca3ea6a3cf2cf1260dbeff3a4524249a1b1b900edcfe9d72142f	guava-33.3.1-android.jar | guava-33.3.1-android.module
com.google.guava:guava:33.3.1-jre	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:33.3.1-jre	313b67fc13eb3b0634eda715a1229971f5de9b8188bc280762815b83a275f193	guava-33.3.1-jre.jar | guava-33.3.1-jre.module
com.google.guava:guava-parent:26.0-android	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:26.0-android	f8698ab46ca996ce889c1afc8ca4f25eb8ac6b034dc898d4583742360016cc04	guava-parent-26.0-android.pom
com.google.guava:guava-parent:32.0.1-android	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:32.0.1-android	cddb3a941d71be5e871f39a239ba3bb8883c88c7763d8a3d2d342b09a1d5da30	guava-parent-32.0.1-android.pom
com.google.guava:guava-parent:32.0.1-jre	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:32.0.1-jre	43ed0e36b353f41e5eb75cd756667c9e2df97cef06eb16066967158a1d034d2a	guava-parent-32.0.1-jre.pom
com.google.guava:guava-parent:33.2.1-jre	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:33.2.1-jre	9095f6d8ee3765950207510785830cc2280e781067915fa99cfe1740d4865c14	guava-parent-33.2.1-jre.pom
com.google.guava:guava-parent:33.3.1-android	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:33.3.1-android	6e11986ea7250b51f847157e2dc937f32a306804dfce0007a5e81ddb9b95c579	guava-parent-33.3.1-android.pom
com.google.guava:guava-parent:33.3.1-jre	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:33.3.1-jre	55441db27e8869dfefe053059bdf478bdc7e95585642bf391f0023345fd56287	guava-parent-33.3.1-jre.pom
com.google.guava:listenablefuture:1.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:26.0-android	53873caf26bc1ed8a567ea6c939ab2aaa3f47a5e32d5cade95ddf5080d23238a	listenablefuture-1.0.jar | listenablefuture-1.0.pom
com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.guava:guava-parent:26.0-android	18d4b1db26153d4e55079ce1f76bb1fe05cdb862ef9954a88cbcc4ff38b8679b	listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar | listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.pom
com.google.j2objc:j2objc-annotations:2.8	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.j2objc:j2objc-annotations:2.8	37f87798b18385113c918bfa9e1276fe50735ef8fa849b5800c519d54dbf11f8	j2objc-annotations-2.8.jar | j2objc-annotations-2.8.pom
com.google.j2objc:j2objc-annotations:3.0.0	Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.j2objc:j2objc-annotations:3.0.0	23b3d039e168ad89dd114698e6dd7be383f4a2c577b8877d82c73a6515e74a17	j2objc-annotations-3.0.0.jar | j2objc-annotations-3.0.0.pom
com.google.jimfs:jimfs:1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.jimfs:jimfs-parent:1.1	efa86e5cd922f17b472fdfcae57234d8d4ac3e148b6250737dfce454af7a7a44	jimfs-1.1.jar | jimfs-1.1.pom
com.google.jimfs:jimfs-parent:1.1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.jimfs:jimfs-parent:1.1	c71555751e57e0ef912870e8ac9625ae782502a6a5b9c19ccf83b2a97d8b26bd	jimfs-parent-1.1.pom
com.google.protobuf:protobuf-bom:3.22.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-bom:3.22.3	13a32dfb9de6fc1c3c3f7af53e4d5c77fd77d2b476bae38b74b7581cdee2e655	protobuf-bom-3.22.3.pom
com.google.protobuf:protobuf-bom:3.25.5	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-bom:3.25.5	080e2984173238b50e064c226afffbb1b0233520295c790a7fd3d6ae4593f063	protobuf-bom-3.25.5.pom
com.google.protobuf:protobuf-bom:4.28.2	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-bom:4.28.2	43666cd072728c646cc45a614aeeead1e0b23f818f652982df279a0e5adaf316	protobuf-bom-4.28.2.pom
com.google.protobuf:protobuf-bom:4.28.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-bom:4.28.3	be3baa9b418864b5ed7d39c3beb3141d83fa78d124554eaa92083243dcbfb27a	protobuf-bom-4.28.3.pom
com.google.protobuf:protobuf-java:3.25.5	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:3.25.5	e752032157a7a39be9be3786684075452a46cd586b2865abd33e707568a4c8af	protobuf-java-3.25.5.jar | protobuf-java-3.25.5.pom
com.google.protobuf:protobuf-java:4.28.2	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:4.28.2	1eaecce23fb47b1ae54996f16c0d5485563a972ec262b78a8180e07f0aa77253	protobuf-java-4.28.2.pom
com.google.protobuf:protobuf-java:4.28.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:4.28.3	f70bea74bd0b5325c2d2fc4d58d86163744019738d1ca436e067d733c5f7c125	protobuf-java-4.28.3.jar | protobuf-java-4.28.3.pom
com.google.protobuf:protobuf-java-util:3.22.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:3.22.3	b44701b06a064865ec9b5614a93e9e28fadd7d4dfc4b460f21c819ef53dbe2d6	protobuf-java-util-3.22.3.jar | protobuf-java-util-3.22.3.pom
com.google.protobuf:protobuf-java-util:3.25.5	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:3.25.5	a09d190eaa6a79616bc5f4b5404e94b0cab559803a98c8a090c4099962f41f92	protobuf-java-util-3.25.5.jar | protobuf-java-util-3.25.5.pom
com.google.protobuf:protobuf-java-util:4.28.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:4.28.3	8800be4ec046d97d95992cc4f3c6239c86ceb474ea55782c3d00b3e3e023c21d	protobuf-java-util-4.28.3.jar | protobuf-java-util-4.28.3.pom
com.google.protobuf:protobuf-kotlin:4.28.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:4.28.3	0da5f170879509408409493c7229caa3a3f8b72292080c60f6d11dcf584255f1	protobuf-kotlin-4.28.3.jar | protobuf-kotlin-4.28.3.pom
com.google.protobuf:protobuf-parent:3.22.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:3.22.3	399133d7f6f57934dd76c4b18e86348f424532108daf4a01c8f820b8665f0929	protobuf-parent-3.22.3.pom
com.google.protobuf:protobuf-parent:3.25.5	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:3.25.5	64cc0e3ad6e85f5aec8f9dcf9341d1379e9525364ff53e23e16d8d5824673ef7	protobuf-parent-3.25.5.pom
com.google.protobuf:protobuf-parent:4.28.2	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:4.28.2	f7f23fc16ed463cf52579fffafa03940e8e653b33c6b4f106082c5bf15050f75	protobuf-parent-4.28.2.pom
com.google.protobuf:protobuf-parent:4.28.3	BSD-3-Clause	https://opensource.org/licenses/BSD-3-Clause	com.google.protobuf:protobuf-parent:4.28.3	5364cdc058b2e5a212af6dfc1894299070dd434026a15827bbe313774489f403	protobuf-parent-4.28.3.pom
com.google.testing.platform:android-device-provider-local:0.0.9-alpha04	Android Software Development Kit License Agreement	https://developer.android.com/studio/terms	com.google.testing.platform:android-device-provider-local:0.0.9-alpha04	00c8e427d5caa8efd8daca2647b2213cb402b9d39275a3a82d88977f270ff713	android-device-provider-local-0.0.9-alpha04.jar | android-device-provider-local-0.0.9-alpha04.pom
com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha04	Android Software Development Kit License Agreement	https://developer.android.com/studio/terms	com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha04	0e3eefae7ec14a100fede68fb586b16b3990d53a68ace4ef3fefbca66c2bb835	android-driver-instrumentation-0.0.9-alpha04.jar | android-driver-instrumentation-0.0.9-alpha04.pom
com.google.testing.platform:android-test-plugin:0.0.9-alpha04	Android Software Development Kit License Agreement	https://developer.android.com/studio/terms	com.google.testing.platform:android-test-plugin:0.0.9-alpha04	28563d695baea3c45363c8792b9954f7e7c173cda489848fb52a919e90df9576	android-test-plugin-0.0.9-alpha04.jar | android-test-plugin-0.0.9-alpha04.pom
com.google.testing.platform:core:0.0.9-alpha04	Android Software Development Kit License Agreement	https://developer.android.com/studio/terms	com.google.testing.platform:core:0.0.9-alpha04	a7b6ed15167c7a3c26deca562f76ee99aedb2b8fd35ca6f32c5a9bfb843f69b1	core-0.0.9-alpha04.jar | core-0.0.9-alpha04.pom
com.google.testing.platform:core-proto:0.0.9-alpha04	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.google.testing.platform:core-proto:0.0.9-alpha04	6228d96b554334f904c456f19bd6088d4ec62380f41066dc3f56db039dbdc2f0	core-proto-0.0.9-alpha04.jar | core-proto-0.0.9-alpha04.pom
com.google.testing.platform:launcher:0.0.9-alpha04	Android Software Development Kit License Agreement	https://developer.android.com/studio/terms	com.google.testing.platform:launcher:0.0.9-alpha04	5cbc029be3c3cb9cf757a5979f0d1845dd561826601e3f69f83bd8e0b139280c	launcher-0.0.9-alpha04.jar | launcher-0.0.9-alpha04.pom
com.googlecode.juniversalchardet:juniversalchardet:1.0.3	Mozilla Public License 1.1 (MPL 1.1)	http://www.mozilla.org/MPL/MPL-1.1.html	com.googlecode.juniversalchardet:juniversalchardet:1.0.3	7846399b35c7cd642a9b3a000c3e2d62d04eb37a4547b6933cc8b18bcc2f086b	juniversalchardet-1.0.3.jar | juniversalchardet-1.0.3.pom
com.intellij:annotations:12.0	Apache License 2	http://www.apache.org/licenses/LICENSE-2.0.txt	com.intellij:annotations:12.0	faf82de0dc02e0c0ae327cd653f37255496b2e53fce280b3ab4cb34553a89086	annotations-12.0.jar | annotations-12.0.pom
com.squareup:javapoet:1.13.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.squareup:javapoet:1.13.0	54a34fa8502a46bc90efdb49262600591fa80bf9a34f5a4c798311aec16ca977	javapoet-1.13.0.jar | javapoet-1.13.0.pom
com.squareup:javawriter:2.1.1	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.squareup:javawriter:2.1.1	d47fc646324c22c66f2b0e0e743c850dde9a51990c53925e7501d960f2e8df84	javawriter-2.1.1.jar | javawriter-2.1.1.pom
com.squareup:javawriter:2.5.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	com.squareup:javawriter:2.5.0	e1abd7f1116cf5e0c59947693e2189208ec94296b2a3394c959e3511d399a7b0	javawriter-2.5.0.jar | javawriter-2.5.0.pom
com.squareup:kotlinpoet:2.0.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.squareup:kotlinpoet:2.0.0	10c3349a6c859576e5b83a64a939c37cecebbcc469bf5c166ada5a5904e35c3a	kotlinpoet-2.0.0.module
com.squareup:kotlinpoet-javapoet:2.0.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.squareup:kotlinpoet-javapoet:2.0.0	aeef5a7b10ef2a5a868e5d7f94b7f45931070b8c85d6ff350e393d526aa8bc44	kotlinpoet-javapoet-2.0.0.jar | kotlinpoet-javapoet-2.0.0.module
com.squareup:kotlinpoet-jvm:2.0.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	com.squareup:kotlinpoet-jvm:2.0.0	4f743a117b2969aaa4bdff734ebd53d605976cc98e69e7f0662b45adb1fbcaed	kotlinpoet-jvm-2.0.0.jar | kotlinpoet-jvm-2.0.0.module
